% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=367709, Fri Jun 29 17:40:23 2018, <python>{}</python>
1 8 0.005816790668418427 1.0000400008000108 0.9543298013759127 9.5432980137591272e-01 0.9569267095968056 0.9590153373350123   
2 16 0.007537604505700907 1.289312255884895 0.9516458564559183 9.5164585645591826e-01 0.9561743342604972 0.9570984895610134   
3 24 0.008152559949072014 1.4251813980396193 0.9327037611029985 9.3270376110299846e-01 0.9514307483486348 0.9560719952563576   
4 32 0.010272363139653328 1.3418444428012766 0.9289961078867482 9.2899610788674825e-01 0.9510212537547169 0.9525691997167733   
5 40 0.0140651248325117 1.4905277976761881 0.9289961078867482 9.4145442592256701e-01 0.9515753543637057 0.9533310574796144   
6 48 0.017814650658860225 1.7869671078242366 0.9189072135033893 9.1890721350338933e-01 0.94218747472214 0.953415141742924   
7 56 0.018232804748475266 1.8201380651014762 0.9096722550827143 9.0967225508271432e-01 0.9387091683694221 0.9530636874026231   
8 64 0.022076168712151976 2.02752011457494 0.8876259890634906 8.8762598906349055e-01 0.9351311690571829 0.9451499856626631   
9 72 0.027583148189814624 2.2201129738171583 0.866375733005928 8.6637573300592796e-01 0.9361980695745953 0.938794972815634   
10 80 0.03046492224711783 2.3662978700062145 0.8331169225565446 8.3311692255654457e-01 0.8935830518672931 0.9442078275614405   
11 88 0.03403957938588631 2.3779640095634313 0.825673735453621 8.2567373545362099e-01 0.9365220401428695 0.9625511826994078   
12 96 0.03593871203075043 2.2726746243286766 0.7971032743220999 7.9710327432209993e-01 0.8864852514043388 0.9039856745565574   
13 104 0.04743119141145486 2.263514873612963 0.7971032743220999 8.0408571315535249e-01 0.8468124830148779 0.9107801464647196   
14 112 0.05478269820180145 2.3050759554093028 0.7971032743220999 8.4516881622776241e-01 0.8994515151538268 0.9705181700638476   
15 120 0.05865317170720901 2.3227363649987125 0.7582176139268217 7.5821761392682174e-01 0.9044668482911007 0.9268906273172188   
