% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=367709, Fri Jun 29 17:40:23 2018, <python>{}</python>
1 8 0.005816790668418427 0 0 0.006103565380531698 0.00563806483194142 0.005847020031052473 0.006199231404089978 0.005985704363159346
2 16 0.007537604505700907 0 0 0.00844840839374781 0.006819167762407903 0.00782464628619076 0.008078554553102872 0.007522099463352769
3 24 0.008152559949072014 0 0 0.009038810082856242 0.007244380026075525 0.008241508113690336 0.008430245385526487 0.007885812129056362
4 32 0.010272363139653328 0 0 0.011424775469275266 0.008610453919084417 0.010728483792158641 0.011372612259577206 0.009755495613980467
5 40 0.0140651248325117 0 0 0.016820592006082855 0.010504435505252475 0.015244450264982851 0.015232742795468993 0.014046754665790312
6 48 0.017814650658860225 0 0 0.021396532511391772 0.013151599384940113 0.019033002306927067 0.018817361943177974 0.01759474975969598
7 56 0.018232804748475266 0 0 0.020745849125453637 0.012424372498631089 0.01868354716191837 0.021233123533965326 0.017581287794956137
8 64 0.022076168712151976 0 0 0.02442230011493893 0.01484025583445838 0.025420274030789617 0.02513553124343018 0.020952364298945036
9 72 0.027583148189814624 0 0 0.031752717938038015 0.018787633707873178 0.029609614180713322 0.03189575122604133 0.026351299139387364
10 80 0.03046492224711783 0 0 0.03419063046842256 0.020800883676059256 0.03147148225980381 0.034934250223875335 0.03117195795735713
11 88 0.03403957938588631 0 0 0.03762911895423874 0.023731883956145852 0.034794632045243995 0.03829704746709176 0.03372798391816423
12 96 0.03593871203075043 0 0 0.04054877711450749 0.024699228923777836 0.03619044585507456 0.03905271697395342 0.03699663221014569
13 104 0.04743119141145486 0 0 0.051994235990532184 0.03454897912110545 0.04804118383633358 0.051640451272458 0.04846351723141233
14 112 0.05478269820180145 0 0 0.06360658028272632 0.0382178740340211 0.05002952629554467 0.05836069423026773 0.05477099554769899
15 120 0.05865317170720901 0 0 0.06962133731969257 0.041859105533140206 0.05374100774766776 0.062035200987363384 0.05816699297924685
16 128 0.0532338078747452 0 0 0.05801652113160481 0.03762878218715445 0.0495877526213526 0.05429095301260412 0.05211798608557847
17 136 0.043938881295018925 0 0 0.04465878966162724 0.030006191024243924 0.03931813420654104 0.04462505089175589 0.04258092473710228
18 144 0.044004091382203944 0 0 0.04243560515433408 0.031659251193257375 0.037885263199407354 0.04386575208614422 0.04645183389268049
19 152 0.04252322682665337 0 0 0.03532178630726786 0.028691372321165382 0.039156616270232536 0.03888232951495141 0.04374089887624755
20 160 0.04598068207109489 0 0 0.036634734231449154 0.029432140924450866 0.03943107378663128 0.039783434465804124 0.056088391413795145
21 168 0.045718901230945554 0 0 0.03535646812678692 0.028009585141138493 0.03861406972638336 0.03842257793754253 0.05705163529746277
22 176 0.04378919138059869 0 0 0.033986000652691445 0.026839610570117307 0.036788611147841925 0.037706351094374875 0.05333009350537098
23 184 0.04784910799624516 0 0 0.03688392002993139 0.031096068864998022 0.04190837441295435 0.041376080463411534 0.06509862939058031
24 192 0.04763124664886824 0 0 0.03668965811268507 0.028120443711892446 0.04294255745737239 0.039089471401384863 0.06526707860941051
