% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=367709, Fri Jun 29 17:40:23 2018
1 8 -0.13284915253657223 -0.00425957128035573 0.028342779745452757 0.13221837602026112 1 1 1 1 1
2 16 -0.2145835795927186 -0.04539579443860814 0.010309212155710535 0.19632093948752657 1 1 1 1 1
3 24 -0.18250424801686718 -0.016930757088065556 0.022953422161595623 0.1848786108289257 1 1 1 1 1
4 32 -0.1759119351293887 -0.024432001447056484 0.012394737903173397 0.20774742999048246 1 1 1 1 1
5 40 -0.18889468253568914 -0.02378014186807617 0.02805724673102576 0.21401567086359366 1 1 1 1 1
6 48 -0.17930816686068693 -0.02004078783563315 0.03284862821811964 0.19666733406791012 1 1 1 1 1
7 56 -0.2717573565062356 -0.10097230046279751 0.006798303976251453 0.21472799765862663 1 1 1 1 1
8 64 -0.22603597936150135 -0.011296235863812407 0.028851343384780556 0.28153338610280243 1 1 1 1 1
9 72 -0.28846261827199066 -0.04646145828363589 0.006487680269591268 0.3650465747505832 1 1 1 1 1
10 80 -0.2900105009775628 -0.07154262807296662 0.06560731276404592 0.4336238992949576 1 1 1 1 1
11 88 -0.3299084751764504 -0.10329840424166864 0.006890247259572189 0.43603391625087073 1 1 1 1 1
12 96 -0.2532929946439403 -0.03267527846009969 0.016553870634097235 0.5663968817428049 1 1 1 1 1
13 104 -0.3263187027723128 -0.030967995502489458 0.04031271916396534 0.4642101402605988 1 1 1 1 1
14 112 -0.3198935438307029 -0.03391593718218658 0.06093632526256154 0.3954151249376779 1 1 1 1 1
15 120 -0.29095519765499434 -0.055828777779360364 0.10253726135837465 0.3540561306809338 1 1 1 1 1
16 128 -0.29800648474826164 -0.047579197202125646 0.05370530284953459 0.36651817688624305 1 1 1 1 1
17 136 -0.36029958603786744 -0.09614442802062566 0.13617492550318086 0.3811322380467433 1 1 1 1 1
18 144 -0.46280662223306657 -0.05487603311761617 0.24396243765259623 0.4073568247041548 1 1 1 1 1
19 152 -0.3494550614877097 -0.007464436858127201 0.10930528797891248 0.3406298170261878 1 1 1 1 1
20 160 -0.33708834366734847 -0.1290941345549709 0.03606841200495629 0.3115312989754888 1 1 1 1 1
21 168 -0.3716986784384332 -0.039402355765424696 0.06884007414683926 0.3991660864948552 1 1 1 1 1
22 176 -0.5050867000966945 -0.11038558468455735 0.007680355791738624 0.40329092269863376 1 1 1 1 1
23 184 -0.5387164206465902 -0.051062759415349886 0.03077370310239938 0.4510728559822617 1 1 1 1 1
24 192 -0.5502771712049151 -0.1048662867079063 0.017328737035742607 0.38793746622639147 1 1 1 1 1
25 200 -0.5441090148118328 -0.16595724101844742 0.03869541394153611 0.42087277850057975 1 1 1 1 1
26 208 -0.6235299372936061 -0.09135032996993173 0.11241822763395826 0.3561333543637295 1 1 1 1 1
27 216 -0.58040605920065 -0.12911786088789948 0.011201518847842658 0.3479963018629511 1 1 1 1 1
28 224 -0.5989927595809607 -0.2056394539532006 0.004763616029830723 0.29298411218988923 1 1 1 1 1
29 232 -0.5909272075370724 -0.2038581724993047 0.006620567467080724 0.338970862078801 1 1 1 1 1
30 240 -0.5599397269584332 -0.1603609565730431 0.008219562376839865 0.38256865699715353 1 1 1 1 1
31 248 -0.5410962856415231 -0.031156397154413533 0.04546072947883743 0.3663909470437824 1 1 1 1 1
32 256 -0.5286452737980953 -0.014520811810965581 0.015941259611991943 0.3890838215685095 1 1 1 1 1
33 264 -0.5355469654743552 -0.08238415552469348 0.020556602363682244 0.32855491874886933 1 1 1 1 1
34 272 -0.5160138670035509 -0.05545611632994874 0.027844294149762347 0.3421597583320361 1 1 1 1 1
35 280 -0.6196904147183453 -0.031828593813123834 0.17893582116597873 0.3773222529150682 1 1 1 1 1
36 288 -0.6767061285658329 -0.0322661283462339 0.18093866342480036 0.41881596929744824 1 1 1 1 1
37 296 -0.7031438574569583 -0.018202850595709096 0.18632513890486282 0.4421242124491441 1 1 1 1 1
38 304 -0.6981370645217584 -0.19995286631947667 0.021471476000693056 0.463731094252376 1 1 1 1 1
39 312 -0.7268447924751192 -0.0886069100518594 0.19476725164939165 0.48789180154425077 1 1 1 1 1
40 320 -0.7608636547242477 -0.1012235621780982 0.13612183802261307 0.5475354729288289 1 1 1 1 1
41 328 -0.7531513192540507 -0.15682678815794637 0.1022715549015278 0.5519040319197088 1 1 1 1 1
42 336 -0.7467443996031768 -0.02272392010765263 0.13703493691895954 0.5729762885484864 1 1 1 1 1
43 344 -0.8024399365250142 -0.025878742379992856 0.03587531837831863 0.6207220307261483 1 1 1 1 1
44 352 -0.7649265877547948 -0.04225683332979372 0.018256403716107848 0.663565238936311 1 1 1 1 1
45 360 -0.7522262310996567 -8.428997646122528e-05 0.5407923899846293 0.6380186999930512 1 1 1 1 1
46 368 -0.7205679106230454 -0.1615268652361003 0.015641127555537072 0.6447955968039144 1 1 1 1 1
47 376 -0.6976584486258224 -0.2167153854114341 0.05942282860983107 0.6685137169048225 1 1 1 1 1
48 384 -0.6646064930461036 -0.031028438806968324 0.07289964985806716 0.6873304335121269 1 1 1 1 1
49 392 -0.6762917933729355 -0.022484918862334047 0.11277433676821798 0.6208305633746172 1 1 1 1 1
50 400 -0.6877833339425862 -0.22305455291276485 0.053881833681107445 0.6349631244503582 1 1 1 1 1
51 408 -0.6810814610031793 -0.1442189010871821 0.03738388628409524 0.6632061353891697 1 1 1 1 1
52 416 -0.6677337116801404 -0.04335164275287958 0.13295623248048644 0.70654912345828 1 1 1 1 1
53 424 -0.6634712317024776 -0.12978552443087682 0.0006483269667967879 0.7256620150753473 1 1 1 1 1
54 432 -0.65785908311325 -0.0005769816077200785 0.1507461362479391 0.7320382939419747 1 1 1 1 1
55 440 -0.69204380539359 -0.08162322720493853 0.03301241964639633 0.7434262970053434 1 1 1 1 1
56 448 -0.6953296574846928 -0.011113129234205496 0.07892691641699953 0.7393892379725132 1 1 1 1 1
57 456 -0.726648027512379 -0.0632508298841974 0.0014033788828200708 0.7411506131489936 1 1 1 1 1
58 464 -0.7195233248693232 -0.06399502144077078 0.028923348229127035 0.7247940340214074 1 1 1 1 1
59 472 -0.7847912458488334 -0.0278749240695697 0.2518087147516809 0.7372138419584712 1 1 1 1 1
60 480 -0.7848950430349467 -0.004299494094013182 0.22128300328454242 0.7031399205815777 1 1 1 1 1
61 488 -0.8199525749650898 -0.0017772014030468543 0.0776618584148154 0.7060720824432103 1 1 1 1 1
62 496 -0.8406366406523866 -0.08911205244178987 0.122324569624362 0.7419238927778795 1 1 1 1 1
63 504 -0.8578074041382072 -0.18159358505424678 0.05614883355710539 0.6863424003925179 1 1 1 1 1
64 512 -0.875604649992843 -0.23101255803139065 0.14284785827396915 0.6407864101913401 1 1 1 1 1
65 520 -0.8512235433894335 -0.20770833953620388 0.17828799278147126 0.6702610402329192 1 1 1 1 1
66 528 -0.8390315814019744 -0.16847183578950542 0.19692316798939766 0.6923698232613382 1 1 1 1 1
67 536 -0.8242332291094883 -0.03533670444156173 0.07460004088998226 0.7358734231296242 1 1 1 1 1
68 544 -0.842932299326692 -0.034053406061039015 0.059312920894044434 0.755077684806982 1 1 1 1 1
69 552 -0.8286587235624914 -0.0021321279550142237 0.0931911091400735 0.8005226056094996 1 1 1 1 1
70 560 -0.8445144732567559 -0.062402925336175884 0.000554644824465864 0.814832444231067 1 1 1 1 1
71 568 -0.832180726658404 -0.044021290216806 0.009997874435572022 0.7928931418179606 1 1 1 1 1
72 576 -0.8365695444368274 -0.023589493987693107 0.010335581201880011 0.8010043562323578 1 1 1 1 1
73 584 -0.8532775741195923 -0.018350511208992747 0.008001766941054738 0.7822951864523294 1 1 1 1 1
74 592 -0.8702981230615997 -0.01530352702957374 0.1300588163498546 0.7631488535288288 1 1 1 1 1
75 600 -0.8535474046186773 -0.009096417594590437 0.1807630513758712 0.7646280199217284 1 1 1 1 1
76 608 -0.8614541022359913 -0.08386277833718493 0.08900065608837768 0.814142043706033 1 1 1 1 1
77 616 -0.8549914884780743 -0.049970823577870256 0.03446471988096951 0.7809391154993636 1 1 1 1 1
78 624 -0.8476436806851388 -0.04626434012535163 0.06115133932778854 0.7638568835257248 1 1 1 1 1
79 632 -0.8382882568814234 -0.18832427785524591 0.005680769754454872 0.7669550648070612 1 1 1 1 1
80 640 -0.8460347216324052 -0.04533653835073066 0.027494178466349696 0.7647213064464197 1 1 1 1 1
81 648 -0.8655111893125262 -0.11180985544431284 0.025242240927869076 0.7493208178579778 1 1 1 1 1
82 656 -0.8746836975442164 -0.05999212673240324 8.491552869479867e-05 0.7374203945760123 1 1 1 1 1
83 664 -0.8670129125583833 -0.018457658153124 0.06409496679866059 0.752768565573568 1 1 1 1 1
84 672 -0.8590133510033087 -0.04654202262901609 0.017677932239585872 0.7512718406125951 1 1 1 1 1
85 680 -0.8414329927753315 -0.059208493424153366 0.07686390842293563 0.7444286866887154 1 1 1 1 1
86 688 -0.8331839627894061 -0.21720138373962453 0.0028483807494670286 0.7910862780883587 1 1 1 1 1
87 696 -0.8456309184288721 -0.07145224445516692 0.1573190036604035 0.7951449606722418 1 1 1 1 1
88 704 -0.8406305901737384 -0.07799563460953572 0.16012342842559463 0.8068216491395845 1 1 1 1 1
89 712 -0.8490832841220409 -0.11440273353932207 0.014253044501664345 0.7928324357889841 1 1 1 1 1
90 720 -0.8616794755651651 -0.003515217934064031 0.017510876642319487 0.8217803679640632 1 1 1 1 1
91 728 -0.8593682234438483 -0.01913276391119382 0.02112453417284921 0.8095282151519418 1 1 1 1 1
92 736 -0.8720527400542981 -0.07927641237028926 0.005388236573864962 0.7986551695715003 1 1 1 1 1
93 744 -0.8672757720030685 -0.011887388051732357 0.0839492590826794 0.8334982080010577 1 1 1 1 1
94 752 -0.8519658232115206 -0.06321758482360795 0.06887636177809407 0.813923631254319 1 1 1 1 1
95 760 -0.8518596506492697 -0.07886317584180157 0.028435622674707957 0.7928931061499878 1 1 1 1 1
96 768 -0.8749934427631808 -0.037296670753663615 0.04263380773138946 0.8264385729536718 1 1 1 1 1
97 776 -0.8646536861820703 -0.03991519734132438 0.0346105487382428 0.8265431840789463 1 1 1 1 1
98 784 -0.8635802390215283 -0.08586677770943858 0.1783722173389897 0.8231539346911733 1 1 1 1 1
99 792 -0.85861111907875 -0.14661145215236174 0.2442847617582927 0.8326510573235549 1 1 1 1 1
100 800 -0.8593817486940782 -0.0906730332488372 0.12997495274795554 0.8119499849564471 1 1 1 1 1
101 808 -0.8913855412230437 -0.05662989830870078 0.011816592411566249 0.8307113847650107 1 1 1 1 1
102 816 -0.8897853118424974 -0.039404849275383576 0.07373061168761917 0.8536828774771279 1 1 1 1 1
103 824 -0.8965357815133307 -0.019000183984762477 0.09449175705401401 0.8376440695974086 1 1 1 1 1
104 832 -0.8713575270447217 -0.02336503014781157 0.01945349864382125 0.8197767681101522 1 1 1 1 1
105 840 -0.8484928896591639 -0.023291437137172133 0.05785932969465348 0.8074575895732109 1 1 1 1 1
106 848 -0.8259688395682292 -0.030901375578682118 0.02258480303526564 0.7981094413680575 1 1 1 1 1
107 856 -0.8226304869503559 -0.02354331205370014 0.06107777684920726 0.7755003129611484 1 1 1 1 1
108 864 -0.804834846216029 -0.1096060161071445 0.004159387217634283 0.751310064816645 1 1 1 1 1
109 872 -0.8105607975668465 -0.09483404762748887 0.017028853086310972 0.7062340227325977 1 1 1 1 1
110 880 -0.8238715496772344 -0.0638762199440448 0.006184879408820468 0.7018604447768997 1 1 1 1 1
111 888 -0.8394682264393483 -0.0451375368794398 0.02946478068021585 0.7090586201635873 1 1 1 1 1
112 896 -0.7827270605924845 -0.01847589350023654 0.01761418203805989 0.7535673248874473 1 1 1 1 1
113 904 -0.7562612731491064 -0.08182284916241274 0.083628630590561 0.7816630294611651 1 1 1 1 1
114 912 -0.7151460426390749 -0.4089724275759877 0.044658851821101506 0.76254822142373 1 1 1 1 1
115 920 -0.7002648084449508 -0.32205414540701566 0.016691996979840952 0.7948667683685541 1 1 1 1 1
116 928 -0.6712542096757346 -0.015914001136727453 0.04997661619108726 0.7849874944828739 1 1 1 1 1
117 936 -0.6309924199128615 -0.06990929986619021 0.028341013456038653 0.7721205873627215 1 1 1 1 1
118 944 -0.6530168884147847 -0.06309270244393511 0.07785096162070844 0.7425703714716309 1 1 1 1 1
119 952 -0.6427756998895646 -0.007153272535888806 0.09936943791718539 0.7163639118597365 1 1 1 1 1
120 960 -0.6326600906206016 -0.013906482700052738 0.06156854122336555 0.6971596315206917 1 1 1 1 1
121 968 -0.6395441381165872 -0.055547124398577494 0.06770925676726604 0.6869376178467116 1 1 1 1 1
122 976 -0.682776658873192 -0.2118579828138998 0.012470935671258508 0.639602741097496 1 1 1 1 1
123 984 -0.747913374493678 -0.0572575523346804 0.043794497939451435 0.6245656890422007 1 1 1 1 1
124 992 -0.7387936316895765 -0.19251468881658662 0.007870422660042613 0.5860787744832777 1 1 1 1 1
125 1000 -0.6894152716885429 -0.031339513252254314 0.006733973683578191 0.5906261628641456 1 1 1 1 1
126 1008 -0.654786747447727 -0.09129972657481784 0.0327438774197442 0.5684798434241288 1 1 1 1 1
127 1016 -0.6726340152117707 -0.16424120326029631 0.019812393889159608 0.5108720135760155 1 1 1 1 1
128 1024 -0.6674610625879877 -0.1585142465080309 0.045989580944201365 0.48814928479363245 1 1 1 1 1
129 1032 -0.6392687410272779 -0.1548632288659806 0.10127699966364244 0.4776645356687848 1 1 1 1 1
130 1040 -0.64000950454722 -0.1912933309450132 0.1132274691873601 0.48010066504027127 1 1 1 1 1
131 1048 -0.6246552324543477 -0.14459407047862027 0.06512536251438192 0.5350503337353577 1 1 1 1 1
132 1056 -0.6609170934601779 -0.020356178572265335 0.012592916387201246 0.5645289517499283 1 1 1 1 1
133 1064 -0.6669631996063982 -0.030905765456705366 0.11680998967833135 0.5737999804422554 1 1 1 1 1
134 1072 -0.7011257882192754 -0.022811000509667657 0.07126015749667661 0.5867292809193305 1 1 1 1 1
